"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4368","User should be able to log in using valid credentials and add an item to the cart","","Thu Jan 02 09:26:00 GMT 2025","passed","Thu Jan 02 09:26:05 GMT 2025","","sourceDemo Continue Shipping Feature","sourceDemo Continue Shipping Feature","User should be able to log in using valid credentials and add an item to the cart"
"","1059","Retrieve all books using GET request","","Thu Jan 02 09:25:29 GMT 2025","failed","Thu Jan 02 09:25:30 GMT 2025","","API Testing to Retrieve All Books","API Testing to Retrieve All Books","Retrieve all books using GET request"
"","3869","user should be able to login using Valid Credentials","","Thu Jan 02 09:26:45 GMT 2025","passed","Thu Jan 02 09:26:49 GMT 2025","","sourceDemo Login Feature","sourceDemo Login Feature","user should be able to login using Valid Credentials"
"","356","Successfully adding a new book","","Thu Jan 02 09:27:01 GMT 2025","failed","Thu Jan 02 09:27:01 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","Successfully adding a new book"
"","1024","Verify filtering by Price (Low to High)","","Thu Jan 02 09:26:14 GMT 2025","passed","Thu Jan 02 09:26:15 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Price (Low to High)"
"","4271","User should be able to add and remove a specific item from the cart","","Thu Jan 02 09:26:37 GMT 2025","passed","Thu Jan 02 09:26:41 GMT 2025","","sourceDemo Item Remove from Cart Feature","sourceDemo Item Remove from Cart Feature","User should be able to add and remove a specific item from the cart"
"","1116","Verify filtering by Name (Z to A)","","Thu Jan 02 09:26:13 GMT 2025","passed","Thu Jan 02 09:26:14 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Name (Z to A)"
"","3727","Verify filtering by Name (A to Z)","","Thu Jan 02 09:26:09 GMT 2025","passed","Thu Jan 02 09:26:13 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Name (A to Z)"
"","287","Adding book with missing data","","Thu Jan 02 09:27:01 GMT 2025","failed","Thu Jan 02 09:27:02 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","Adding book with missing data"
"","160","An uncaught error was detected outside of a test","","Thu Jan 02 09:27:04 GMT 2025","broken","Thu Jan 02 09:27:04 GMT 2025","","","","An uncaught error was detected outside of a test"
"","166","Attempt to retrieve a book with an invalid ID","","Thu Jan 02 09:25:35 GMT 2025","passed","Thu Jan 02 09:25:35 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","Attempt to retrieve a book with an invalid ID"
"","4406","user should be able to login using Valid Credentials","","Thu Jan 02 09:26:29 GMT 2025","passed","Thu Jan 02 09:26:33 GMT 2025","","sourceDemo Add to Cart Feature","sourceDemo Add to Cart Feature","user should be able to login using Valid Credentials"
"","120","Valid login with user credentials","","Thu Jan 02 09:25:48 GMT 2025","passed","Thu Jan 02 09:25:48 GMT 2025","","API Testing for Login User","API Testing for Login User","Valid login with user credentials"
"","13108","Verify Add to Cart and Remove functionality directly from the dashboard","","Thu Jan 02 04:03:41 GMT 2025","passed","Thu Jan 02 04:03:54 GMT 2025","","sourceDemo RemoveItem Feature","sourceDemo RemoveItem Feature","Verify Add to Cart and Remove functionality directly from the dashboard"
"","311","Successfully retrieve a book by valid ID","","Thu Jan 02 09:25:34 GMT 2025","failed","Thu Jan 02 09:25:35 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","Successfully retrieve a book by valid ID"
"","152","Invalid login with admin credentials","","Thu Jan 02 09:25:48 GMT 2025","passed","Thu Jan 02 09:25:48 GMT 2025","","API Testing for Login User","API Testing for Login User","Invalid login with admin credentials"
"","4202","Verify that clicking on an item navigates to the item detail page","","Thu Jan 02 09:26:53 GMT 2025","passed","Thu Jan 02 09:26:57 GMT 2025","","sourceDemo Product Navigation Feature","sourceDemo Product Navigation Feature","Verify that clicking on an item navigates to the item detail page"
"","1049","Verify filtering by Price (High to Low)","","Thu Jan 02 09:26:15 GMT 2025","passed","Thu Jan 02 09:26:16 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Price (High to Low)"
"","5190","User should be able to log in using valid credentials and add an item to the cart,and proceed to checkout","","Thu Jan 02 09:26:20 GMT 2025","passed","Thu Jan 02 09:26:25 GMT 2025","","sourceDemo  Checkout Feature","sourceDemo  Checkout Feature","User should be able to log in using valid credentials and add an item to the cart,and proceed to checkout"
